task,method,round,seed,demo_count,candidate_rollouts,accepted_rollouts,rejected_rollouts,total_reject_rate,acceptance_rate,collision_reject_rate,workspace_reject_rate,articulation_reject_rate,visibility_reject_rate,smoothness_reject_rate,coverage_index,train_examples,success_trials,total_trials,incremental_success_rate,ci95_low,ci95_high,action_smoothness,execution_steps,p_vs_sparse_round0
Microwave door,Ours,3,2,8,144,134,10,0.069444,0.930556,0.0756,0.0333,0.0215,0.0222,0.0215,0.723,2672,16,20,80,58.4,91.9,0.5073,196,p=0.411
Microwave door,Ours,3,3,8,144,125,19,0.131944,0.868056,0.0634,0.0362,0.0045,0.0292,0.0103,0.772,2600,17,20,85,64,94.8,0.5153,197,p=0.196
Microwave door,Ours,3,4,8,144,133,11,0.076389,0.923611,0.06,0.0152,0.0079,0.0264,0.0131,0.7274,2664,17,20,85,64,94.8,0.4902,187.5,p=0.196
Microwave door,Ours,4,0,8,152,144,8,0.052632,0.947368,0.0947,0.0334,0,0.0262,0.0169,0.7865,2752,17,20,85,64,94.8,0.5054,188,p=0.196
Microwave door,Ours,4,1,8,152,140,12,0.078947,0.921053,0.0882,0.0178,0.0089,0.0136,0.0194,0.7555,2720,17,20,85,64,94.8,0.4726,196.5,p=0.196
Microwave door,Ours,4,2,8,152,144,8,0.052632,0.947368,0.083,0.0215,0.0311,0.0255,0.019,0.7896,2752,17,20,85,64,94.8,0.5398,192,p=0.196
Microwave door,Ours,4,3,8,152,140,12,0.078947,0.921053,0.1037,0.0294,0.008,0.0295,0.0254,0.7978,2720,17,20,85,64,94.8,0.5077,181.9,p=0.196
Microwave door,Ours,4,4,8,152,142,10,0.065789,0.934211,0.0888,0.0147,0,0.0252,0.0146,0.7557,2736,17,20,85,64,94.8,0.4736,179.1,p=0.196
Microwave door,Ours,5,0,8,160,151,9,0.05625,0.94375,0.0776,0.0286,0.0163,0.0151,0.024,0.8073,2808,18,20,90,69.9,97.2,0.4757,180.9,p=0.076
Microwave door,Ours,5,1,8,160,152,8,0.05,0.95,0.1004,0.0268,0.0076,0.0257,0.0005,0.8205,2816,17,20,85,64,94.8,0.4681,194.9,p=0.196
Microwave door,Ours,5,2,8,160,152,8,0.05,0.95,0.1118,0.0124,0,0.0258,0.0266,0.8112,2816,17,20,85,64,94.8,0.5185,197.3,p=0.196
Microwave door,Ours,5,3,8,160,157,3,0.01875,0.98125,0.0826,0.0261,0.0059,0.0237,0.0196,0.8207,2856,17,20,85,64,94.8,0.4934,172.1,p=0.196
Microwave door,Ours,5,4,8,160,151,9,0.05625,0.94375,0.1013,0.0285,0.0102,0.0323,0.0179,0.8008,2808,17,20,85,64,94.8,0.5005,191.2,p=0.196
Microwave door,Ours,6,0,8,168,162,6,0.035714,0.964286,0.1149,0.0431,0.0262,0.0297,0.0103,0.839,2896,17,20,85,64,94.8,0.481,193.4,p=0.196
Microwave door,Ours,6,1,8,168,163,5,0.029762,0.970238,0.1026,0.0218,0.0181,0.0218,0.0138,0.8205,2904,17,20,85,64,94.8,0.4838,189,p=0.196
Microwave door,Ours,6,2,8,168,153,15,0.089286,0.910714,0.1148,0.0178,0.0213,0.0216,0.0128,0.7864,2824,17,20,85,64,94.8,0.4876,184.1,p=0.196
Microwave door,Ours,6,3,8,168,165,3,0.017857,0.982143,0.112,0.021,0.0154,0.0319,0.0146,0.8201,2920,18,20,90,69.9,97.2,0.4869,186.1,p=0.076
Microwave door,Ours,6,4,8,168,163,5,0.029762,0.970238,0.1312,0.024,0.0253,0.0115,0.0173,0.7995,2904,17,20,85,64,94.8,0.5031,188.2,p=0.196
Multi-step retrieval,Sparse-only,0,0,18,0,0,0,0,0,0,0,0,0,0,0.3114,3600,14,20,70,48.1,85.5,0.681,203.7,—
Multi-step retrieval,Sparse-only,0,1,18,0,0,0,0,0,0,0,0,0,0,0.2848,3600,13,20,65,43.3,81.9,0.6555,207.1,—
Multi-step retrieval,Sparse-only,0,2,18,0,0,0,0,0,0,0,0,0,0,0.283,3600,14,20,70,48.1,85.5,0.6314,204.6,—
Multi-step retrieval,Sparse-only,0,3,18,0,0,0,0,0,0,0,0,0,0,0.3086,3600,14,20,70,48.1,85.5,0.664,195.4,—
Multi-step retrieval,Sparse-only,0,4,18,0,0,0,0,0,0,0,0,0,0,0.2717,3600,14,20,70,48.1,85.5,0.6469,205.2,—
Multi-step retrieval,Sparse-only,1,0,18,0,0,0,0,0,0,0,0,0,0,0.3074,3600,14,20,70,48.1,85.5,0.6252,210.7,p=0.930
Multi-step retrieval,Sparse-only,1,1,18,0,0,0,0,0,0,0,0,0,0,0.305,3600,14,20,70,48.1,85.5,0.6341,214.6,p=0.930
Multi-step retrieval,Sparse-only,1,2,18,0,0,0,0,0,0,0,0,0,0,0.3155,3600,14,20,70,48.1,85.5,0.6456,203.4,p=0.930
Multi-step retrieval,Sparse-only,1,3,18,0,0,0,0,0,0,0,0,0,0,0.2906,3600,14,20,70,48.1,85.5,0.6372,203,p=0.930
Multi-step retrieval,Sparse-only,1,4,18,0,0,0,0,0,0,0,0,0,0,0.2661,3600,14,20,70,48.1,85.5,0.662,209.6,p=0.930
Multi-step retrieval,Sparse-only,2,0,18,0,0,0,0,0,0,0,0,0,0,0.2998,3600,14,20,70,48.1,85.5,0.6112,212.6,p=0.930
Multi-step retrieval,Sparse-only,2,1,18,0,0,0,0,0,0,0,0,0,0,0.3075,3600,14,20,70,48.1,85.5,0.6331,203.3,p=0.930
Multi-step retrieval,Sparse-only,2,2,18,0,0,0,0,0,0,0,0,0,0,0.3041,3600,14,20,70,48.1,85.5,0.6308,200.3,p=0.930
Multi-step retrieval,Sparse-only,2,3,18,0,0,0,0,0,0,0,0,0,0,0.2739,3600,14,20,70,48.1,85.5,0.6167,204.5,p=0.930
Multi-step retrieval,Sparse-only,2,4,18,0,0,0,0,0,0,0,0,0,0,0.2955,3600,13,20,65,43.3,81.9,0.627,216.2,p=0.726
Multi-step retrieval,Sparse-only,3,0,18,0,0,0,0,0,0,0,0,0,0,0.3155,3600,14,20,70,48.1,85.5,0.6328,203.7,p=0.930
Multi-step retrieval,Sparse-only,3,1,18,0,0,0,0,0,0,0,0,0,0,0.3272,3600,14,20,70,48.1,85.5,0.5965,201.4,p=0.930
Multi-step retrieval,Sparse-only,3,2,18,0,0,0,0,0,0,0,0,0,0,0.3267,3600,14,20,70,48.1,85.5,0.6114,200.7,p=0.930
Multi-step retrieval,Sparse-only,3,3,18,0,0,0,0,0,0,0,0,0,0,0.2837,3600,14,20,70,48.1,85.5,0.6285,198.1,p=0.930
Multi-step retrieval,Sparse-only,3,4,18,0,0,0,0,0,0,0,0,0,0,0.3247,3600,14,20,70,48.1,85.5,0.6319,192.3,p=0.930
Multi-step retrieval,Sparse-only,4,0,18,0,0,0,0,0,0,0,0,0,0,0.2873,3600,14,20,70,48.1,85.5,0.6321,204.9,p=0.930
Multi-step retrieval,Sparse-only,4,1,18,0,0,0,0,0,0,0,0,0,0,0.296,3600,14,20,70,48.1,85.5,0.6095,198.3,p=0.930
Multi-step retrieval,Sparse-only,4,2,18,0,0,0,0,0,0,0,0,0,0,0.2588,3600,14,20,70,48.1,85.5,0.6117,190.6,p=0.930
Multi-step retrieval,Sparse-only,4,3,18,0,0,0,0,0,0,0,0,0,0,0.2873,3600,14,20,70,48.1,85.5,0.6147,211.9,p=0.930
Multi-step retrieval,Sparse-only,4,4,18,0,0,0,0,0,0,0,0,0,0,0.2915,3600,15,20,75,53.1,88.8,0.6398,212.9,p=0.593
Multi-step retrieval,Sparse-only,5,0,18,0,0,0,0,0,0,0,0,0,0,0.3116,3600,15,20,75,53.1,88.8,0.6285,197.9,p=0.593
Multi-step retrieval,Sparse-only,5,1,18,0,0,0,0,0,0,0,0,0,0,0.2735,3600,15,20,75,53.1,88.8,0.6083,216.8,p=0.593
Multi-step retrieval,Sparse-only,5,2,18,0,0,0,0,0,0,0,0,0,0,0.2909,3600,14,20,70,48.1,85.5,0.622,202.3,p=0.930
Multi-step retrieval,Sparse-only,5,3,18,0,0,0,0,0,0,0,0,0,0,0.3142,3600,14,20,70,48.1,85.5,0.6185,205.6,p=0.930
Multi-step retrieval,Sparse-only,5,4,18,0,0,0,0,0,0,0,0,0,0,0.2879,3600,14,20,70,48.1,85.5,0.6092,202.5,p=0.930
Multi-step retrieval,Sparse-only,6,0,18,0,0,0,0,0,0,0,0,0,0,0.2865,3600,14,20,70,48.1,85.5,0.6099,201.1,p=0.930
Multi-step retrieval,Sparse-only,6,1,18,0,0,0,0,0,0,0,0,0,0,0.2852,3600,14,20,70,48.1,85.5,0.6255,204.8,p=0.930
Multi-step retrieval,Sparse-only,6,2,18,0,0,0,0,0,0,0,0,0,0,0.3091,3600,14,20,70,48.1,85.5,0.6086,209.3,p=0.930
Multi-step retrieval,Sparse-only,6,3,18,0,0,0,0,0,0,0,0,0,0,0.2969,3600,14,20,70,48.1,85.5,0.6049,209.1,p=0.930
Multi-step retrieval,Sparse-only,6,4,18,0,0,0,0,0,0,0,0,0,0,0.3136,3600,14,20,70,48.1,85.5,0.6346,204.4,p=0.930
Multi-step retrieval,Random-Aug,0,0,18,120,43,77,0.641667,0.358333,0.2629,0.0905,0.1037,0.0738,0.0785,0.3501,3944,14,20,70,48.1,85.5,0.6366,195.1,p=0.930
Multi-step retrieval,Random-Aug,0,1,18,120,49,71,0.591667,0.408333,0.2354,0.0977,0.1212,0.074,0.0712,0.3536,3992,14,20,70,48.1,85.5,0.628,199.8,p=0.930
Multi-step retrieval,Random-Aug,0,2,18,120,44,76,0.633333,0.366667,0.2534,0.0821,0.105,0.0758,0.0642,0.3065,3952,14,20,70,48.1,85.5,0.6301,213.7,p=0.930
Multi-step retrieval,Random-Aug,0,3,18,120,48,72,0.6,0.4,0.2421,0.0919,0.1093,0.0706,0.1059,0.3627,3984,14,20,70,48.1,85.5,0.6244,209.7,p=0.930
Multi-step retrieval,Random-Aug,0,4,18,120,48,72,0.6,0.4,0.2448,0.0993,0.124,0.0898,0.0944,0.3316,3984,14,20,70,48.1,85.5,0.6287,206.6,p=0.930
Multi-step retrieval,Random-Aug,1,0,18,128,50,78,0.609375,0.390625,0.2687,0.0939,0.1237,0.0802,0.0761,0.3699,4000,14,20,70,48.1,85.5,0.633,204,p=0.930
Multi-step retrieval,Random-Aug,1,1,18,128,45,83,0.648438,0.351562,0.2862,0.0786,0.1191,0.0803,0.0682,0.3885,3960,14,20,70,48.1,85.5,0.6446,210.9,p=0.930
Multi-step retrieval,Random-Aug,1,2,18,128,56,72,0.5625,0.4375,0.2503,0.0911,0.1144,0.0789,0.0728,0.3963,4048,14,20,70,48.1,85.5,0.655,201.3,p=0.930
Multi-step retrieval,Random-Aug,1,3,18,128,51,77,0.601562,0.398438,0.2674,0.1007,0.126,0.0785,0.0813,0.4285,4008,14,20,70,48.1,85.5,0.6055,206.5,p=0.930
Multi-step retrieval,Random-Aug,1,4,18,128,54,74,0.578125,0.421875,0.272,0.1042,0.1168,0.0775,0.084,0.3863,4032,13,20,65,43.3,81.9,0.606,210.3,p=0.726
Multi-step retrieval,Random-Aug,2,0,18,136,57,79,0.580882,0.419118,0.2855,0.1032,0.1185,0.0743,0.0894,0.4706,4056,14,20,70,48.1,85.5,0.6174,199.6,p=0.930
Multi-step retrieval,Random-Aug,2,1,18,136,61,75,0.551471,0.448529,0.2811,0.0883,0.1095,0.074,0.092,0.4507,4088,13,20,65,43.3,81.9,0.6388,205.3,p=0.726
Multi-step retrieval,Random-Aug,2,2,18,136,56,80,0.588235,0.411765,0.2839,0.1015,0.1035,0.0662,0.0696,0.4199,4048,13,20,65,43.3,81.9,0.6479,200.4,p=0.726
Multi-step retrieval,Random-Aug,2,3,18,136,54,82,0.602941,0.397059,0.2995,0.0964,0.1366,0.0835,0.0817,0.4524,4032,13,20,65,43.3,81.9,0.6217,199.2,p=0.726
Multi-step retrieval,Random-Aug,2,4,18,136,60,76,0.558824,0.441176,0.2806,0.0881,0.112,0.0826,0.0944,0.4242,4080,13,20,65,43.3,81.9,0.6297,199,p=0.726
Multi-step retrieval,Random-Aug,3,0,18,144,65,79,0.548611,0.451389,0.3037,0.0961,0.1236,0.0862,0.0954,0.4753,4120,13,20,65,43.3,81.9,0.6213,210.9,p=0.726
Multi-step retrieval,Random-Aug,3,1,18,144,63,81,0.5625,0.4375,0.2965,0.0969,0.1056,0.0931,0.0851,0.4539,4104,14,20,70,48.1,85.5,0.6399,207.2,p=0.930
Multi-step retrieval,Random-Aug,3,2,18,144,64,80,0.555556,0.444444,0.3013,0.0895,0.1223,0.0799,0.0768,0.4505,4112,13,20,65,43.3,81.9,0.6352,198.8,p=0.726
Multi-step retrieval,Random-Aug,3,3,18,144,58,86,0.597222,0.402778,0.2938,0.0958,0.1127,0.0673,0.0828,0.473,4064,13,20,65,43.3,81.9,0.6144,198.1,p=0.726
Multi-step retrieval,Random-Aug,3,4,18,144,59,85,0.590278,0.409722,0.3103,0.0815,0.1226,0.0762,0.0903,0.4418,4072,13,20,65,43.3,81.9,0.6096,204,p=0.726
Multi-step retrieval,Random-Aug,4,0,18,152,75,77,0.506579,0.493421,0.2775,0.0824,0.0851,0.0863,0.0845,0.4609,4200,14,20,70,48.1,85.5,0.6575,204.5,p=0.930
Multi-step retrieval,Random-Aug,4,1,18,152,73,79,0.519737,0.480263,0.2902,0.0945,0.1146,0.0787,0.0867,0.4764,4184,14,20,70,48.1,85.5,0.624,206.4,p=0.930
Multi-step retrieval,Random-Aug,4,2,18,152,75,77,0.506579,0.493421,0.3032,0.0989,0.1243,0.0811,0.0832,0.504,4200,13,20,65,43.3,81.9,0.634,204.2,p=0.726
Multi-step retrieval,Random-Aug,4,3,18,152,72,80,0.526316,0.473684,0.2862,0.0931,0.1088,0.066,0.1016,0.5163,4176,13,20,65,43.3,81.9,0.6254,202.8,p=0.726
Multi-step retrieval,Random-Aug,4,4,18,152,70,82,0.539474,0.460526,0.3113,0.1045,0.1024,0.0665,0.079,0.5,4160,14,20,70,48.1,85.5,0.6029,204.2,p=0.930
Multi-step retrieval,Random-Aug,5,0,18,160,71,89,0.55625,0.44375,0.3007,0.0814,0.1018,0.0719,0.0853,0.4755,4168,13,20,65,43.3,81.9,0.6306,215,p=0.726
Multi-step retrieval,Random-Aug,5,1,18,160,80,80,0.5,0.5,0.2976,0.0868,0.0961,0.0722,0.066,0.4937,4240,13,20,65,43.3,81.9,0.6202,196.7,p=0.726
Multi-step retrieval,Random-Aug,5,2,18,160,69,91,0.56875,0.43125,0.2873,0.0975,0.1141,0.0786,0.0953,0.514,4152,13,20,65,43.3,81.9,0.6311,200.6,p=0.726
Multi-step retrieval,Random-Aug,5,3,18,160,76,84,0.525,0.475,0.3244,0.0929,0.1249,0.076,0.0748,0.4831,4208,14,20,70,48.1,85.5,0.6145,208.4,p=0.930
Multi-step retrieval,Random-Aug,5,4,18,160,75,85,0.53125,0.46875,0.3257,0.1006,0.1094,0.0694,0.0661,0.5169,4200,13,20,65,43.3,81.9,0.6468,197.8,p=0.726
Multi-step retrieval,Random-Aug,6,0,18,168,79,89,0.529762,0.470238,0.2956,0.1116,0.1288,0.0829,0.09,0.4939,4232,13,20,65,43.3,81.9,0.5958,201.5,p=0.726
Multi-step retrieval,Random-Aug,6,1,18,168,72,96,0.571429,0.428571,0.3282,0.0862,0.1202,0.0739,0.0832,0.524,4176,14,20,70,48.1,85.5,0.6073,207.9,p=0.930
Multi-step retrieval,Random-Aug,6,2,18,168,77,91,0.541667,0.458333,0.3178,0.0867,0.0873,0.0879,0.0761,0.514,4216,13,20,65,43.3,81.9,0.607,202,p=0.726
Multi-step retrieval,Random-Aug,6,3,18,168,80,88,0.52381,0.47619,0.2918,0.0932,0.1047,0.082,0.0896,0.4748,4240,13,20,65,43.3,81.9,0.623,205.9,p=0.726
Multi-step retrieval,Random-Aug,6,4,18,168,80,88,0.52381,0.47619,0.318,0.0894,0.1139,0.0692,0.0724,0.453,4240,14,20,70,48.1,85.5,0.6274,201,p=0.930
Multi-step retrieval,Scene-Aug w/o structure,0,0,18,120,76,44,0.366667,0.633333,0.1521,0.0497,0.0579,0.0486,0.0399,0.3623,4208,14,20,70,48.1,85.5,0.6605,208.6,p=0.930
Multi-step retrieval,Scene-Aug w/o structure,0,1,18,120,75,45,0.375,0.625,0.1647,0.0415,0.0677,0.0443,0.0447,0.3958,4200,14,20,70,48.1,85.5,0.6793,208.6,p=0.930
Multi-step retrieval,Scene-Aug w/o structure,0,2,18,120,77,43,0.358333,0.641667,0.1578,0.0562,0.0782,0.0427,0.0525,0.3776,4216,14,20,70,48.1,85.5,0.6531,199.7,p=0.930
Multi-step retrieval,Scene-Aug w/o structure,0,3,18,120,76,44,0.366667,0.633333,0.1806,0.0584,0.0584,0.0229,0.0593,0.393,4208,14,20,70,48.1,85.5,0.6242,188.1,p=0.930
Multi-step retrieval,Scene-Aug w/o structure,0,4,18,120,83,37,0.308333,0.691667,0.1716,0.0388,0.0643,0.0451,0.0571,0.4246,4264,13,20,65,43.3,81.9,0.6468,201.3,p=0.726
Multi-step retrieval,Scene-Aug w/o structure,1,0,18,128,91,37,0.289062,0.710938,0.1929,0.0502,0.0799,0.0479,0.0377,0.4736,4328,14,20,70,48.1,85.5,0.6108,211.9,p=0.930
Multi-step retrieval,Scene-Aug w/o structure,1,1,18,128,91,37,0.289062,0.710938,0.1788,0.0433,0.071,0.0505,0.0461,0.4621,4328,14,20,70,48.1,85.5,0.644,196.2,p=0.930
Multi-step retrieval,Scene-Aug w/o structure,1,2,18,128,88,40,0.3125,0.6875,0.1734,0.0481,0.0783,0.0412,0.0469,0.4722,4304,15,20,75,53.1,88.8,0.6043,212,p=0.593
Multi-step retrieval,Scene-Aug w/o structure,1,3,18,128,85,43,0.335938,0.664062,0.184,0.0441,0.0681,0.0416,0.0496,0.4661,4280,14,20,70,48.1,85.5,0.603,194.6,p=0.930
Multi-step retrieval,Scene-Aug w/o structure,1,4,18,128,88,40,0.3125,0.6875,0.1745,0.0744,0.093,0.0362,0.0409,0.503,4304,14,20,70,48.1,85.5,0.6157,201.2,p=0.930
Multi-step retrieval,Scene-Aug w/o structure,2,0,18,136,100,36,0.264706,0.735294,0.191,0.0422,0.0575,0.0433,0.0395,0.5193,4400,14,20,70,48.1,85.5,0.6176,192.3,p=0.930
Multi-step retrieval,Scene-Aug w/o structure,2,1,18,136,98,38,0.279412,0.720588,0.1804,0.0705,0.0755,0.0332,0.0511,0.526,4384,14,20,70,48.1,85.5,0.5971,202.6,p=0.930
Multi-step retrieval,Scene-Aug w/o structure,2,2,18,136,92,44,0.323529,0.676471,0.1696,0.0525,0.0734,0.0522,0.0534,0.5553,4336,15,20,75,53.1,88.8,0.6008,199.8,p=0.593
Multi-step retrieval,Scene-Aug w/o structure,2,3,18,136,88,48,0.352941,0.647059,0.1821,0.0461,0.0614,0.0417,0.0495,0.5459,4304,14,20,70,48.1,85.5,0.5996,190.7,p=0.930
Multi-step retrieval,Scene-Aug w/o structure,2,4,18,136,92,44,0.323529,0.676471,0.18,0.0529,0.0858,0.0499,0.0451,0.5163,4336,15,20,75,53.1,88.8,0.6187,205.6,p=0.593
Multi-step retrieval,Scene-Aug w/o structure,3,0,18,144,105,39,0.270833,0.729167,0.1611,0.0595,0.0626,0.0456,0.0474,0.5602,4440,15,20,75,53.1,88.8,0.5743,194.4,p=0.593
Multi-step retrieval,Scene-Aug w/o structure,3,1,18,144,104,40,0.277778,0.722222,0.2005,0.0555,0.06,0.0471,0.0478,0.5763,4432,15,20,75,53.1,88.8,0.5595,201.9,p=0.593
Multi-step retrieval,Scene-Aug w/o structure,3,2,18,144,98,46,0.319444,0.680556,0.1925,0.0538,0.0875,0.0434,0.0301,0.5731,4384,14,20,70,48.1,85.5,0.6002,186.6,p=0.930
Multi-step retrieval,Scene-Aug w/o structure,3,3,18,144,104,40,0.277778,0.722222,0.1856,0.0515,0.0675,0.0486,0.0578,0.5915,4432,15,20,75,53.1,88.8,0.5904,194.3,p=0.593
Multi-step retrieval,Scene-Aug w/o structure,3,4,18,144,105,39,0.270833,0.729167,0.1585,0.0539,0.1008,0.0442,0.055,0.5915,4440,15,20,75,53.1,88.8,0.6303,186.9,p=0.593
Multi-step retrieval,Scene-Aug w/o structure,4,0,18,152,121,31,0.203947,0.796053,0.2006,0.0702,0.0812,0.0549,0.0365,0.5957,4568,15,20,75,53.1,88.8,0.5819,205.3,p=0.593
Multi-step retrieval,Scene-Aug w/o structure,4,1,18,152,111,41,0.269737,0.730263,0.2083,0.0568,0.0824,0.0609,0.0601,0.5963,4488,14,20,70,48.1,85.5,0.6138,188.3,p=0.930
Multi-step retrieval,Scene-Aug w/o structure,4,2,18,152,114,38,0.25,0.75,0.197,0.075,0.0675,0.0539,0.0471,0.6132,4512,16,20,80,58.4,91.9,0.5978,198.1,p=0.323
Multi-step retrieval,Scene-Aug w/o structure,4,3,18,152,110,42,0.276316,0.723684,0.2196,0.0506,0.0689,0.0574,0.0503,0.6051,4480,15,20,75,53.1,88.8,0.5943,193.7,p=0.593
Multi-step retrieval,Scene-Aug w/o structure,4,4,18,152,104,48,0.315789,0.684211,0.2267,0.039,0.0766,0.0507,0.0455,0.5963,4432,15,20,75,53.1,88.8,0.5732,199,p=0.593
Multi-step retrieval,Scene-Aug w/o structure,5,0,18,160,122,38,0.2375,0.7625,0.2022,0.0576,0.0676,0.0398,0.0371,0.5723,4576,15,20,75,53.1,88.8,0.602,201.2,p=0.593
Multi-step retrieval,Scene-Aug w/o structure,5,1,18,160,119,41,0.25625,0.74375,0.2203,0.055,0.0808,0.0328,0.0484,0.5772,4552,15,20,75,53.1,88.8,0.5506,201.6,p=0.593
Multi-step retrieval,Scene-Aug w/o structure,5,2,18,160,116,44,0.275,0.725,0.1978,0.056,0.0606,0.0407,0.0501,0.6352,4528,15,20,75,53.1,88.8,0.603,196.8,p=0.593
Multi-step retrieval,Scene-Aug w/o structure,5,3,18,160,110,50,0.3125,0.6875,0.2172,0.0412,0.0681,0.0378,0.057,0.606,4480,15,20,75,53.1,88.8,0.5781,202.7,p=0.593
Multi-step retrieval,Scene-Aug w/o structure,5,4,18,160,120,40,0.25,0.75,0.2218,0.0444,0.0595,0.0368,0.0474,0.614,4560,15,20,75,53.1,88.8,0.5904,194.5,p=0.593
Multi-step retrieval,Scene-Aug w/o structure,6,0,18,168,119,49,0.291667,0.708333,0.2255,0.0508,0.0707,0.0336,0.0468,0.5982,4552,15,20,75,53.1,88.8,0.5907,199.5,p=0.593
Multi-step retrieval,Scene-Aug w/o structure,6,1,18,168,125,43,0.255952,0.744048,0.2165,0.0532,0.0773,0.0446,0.0369,0.6192,4600,16,20,80,58.4,91.9,0.597,203.7,p=0.323
Multi-step retrieval,Scene-Aug w/o structure,6,2,18,168,118,50,0.297619,0.702381,0.2157,0.0634,0.069,0.0301,0.029,0.6475,4544,16,20,80,58.4,91.9,0.5594,197.3,p=0.323
Multi-step retrieval,Scene-Aug w/o structure,6,3,18,168,125,43,0.255952,0.744048,0.2137,0.0516,0.0852,0.0421,0.0528,0.6262,4600,15,20,75,53.1,88.8,0.5624,189.4,p=0.593
Multi-step retrieval,Scene-Aug w/o structure,6,4,18,168,120,48,0.285714,0.714286,0.2071,0.0475,0.0671,0.0379,0.0553,0.6853,4560,15,20,75,53.1,88.8,0.5743,191.9,p=0.593
Multi-step retrieval,Ours,0,0,18,120,96,24,0.2,0.8,0.0429,0.0435,0.0003,0.0231,0.0245,0.4511,4368,14,20,70,48.1,85.5,0.6494,204.7,p=0.930
Multi-step retrieval,Ours,0,1,18,120,92,28,0.233333,0.766667,0.0459,0.0146,0.0182,0.0212,0.0214,0.4327,4336,14,20,70,48.1,85.5,0.6378,209.7,p=0.930
Multi-step retrieval,Ours,0,2,18,120,90,30,0.25,0.75,0.0275,0.0284,0,0.0197,0.0309,0.4524,4320,13,20,65,43.3,81.9,0.6544,200,p=0.726
Multi-step retrieval,Ours,0,3,18,120,92,28,0.233333,0.766667,0.0386,0.0206,0.0324,0.023,0.0236,0.4424,4336,14,20,70,48.1,85.5,0.6352,201.6,p=0.930
Multi-step retrieval,Ours,0,4,18,120,97,23,0.191667,0.808333,0.0499,0.0181,0.0105,0.0122,0.018,0.4415,4376,14,20,70,48.1,85.5,0.6428,193.6,p=0.930
Multi-step retrieval,Ours,1,0,18,128,109,19,0.148438,0.851562,0.0568,0.021,0.0003,0.0224,0.0142,0.5665,4472,14,20,70,48.1,85.5,0.5713,206.9,p=0.930
Multi-step retrieval,Ours,1,1,18,128,108,20,0.15625,0.84375,0.0473,0.0228,0.0056,0.0271,0.0103,0.5953,4464,15,20,75,53.1,88.8,0.5686,197.6,p=0.593
Multi-step retrieval,Ours,1,2,18,128,111,17,0.132812,0.867188,0.0552,0.0348,0.017,0.0193,0.0178,0.582,4488,16,20,80,58.4,91.9,0.5985,200.6,p=0.323
Multi-step retrieval,Ours,1,3,18,128,108,20,0.15625,0.84375,0.0633,0.0246,0.0159,0.0335,0.0175,0.5904,4464,15,20,75,53.1,88.8,0.5923,196.1,p=0.593
Multi-step retrieval,Ours,1,4,18,128,107,21,0.164062,0.835938,0.0621,0.0229,0.0078,0.0113,0.0077,0.5823,4456,15,20,75,53.1,88.8,0.5714,202.2,p=0.593
Multi-step retrieval,Ours,2,0,18,136,119,17,0.125,0.875,0.0844,0.0391,0.0144,0.0153,0.0079,0.6912,4552,16,20,80,58.4,91.9,0.5404,199.8,p=0.323
Multi-step retrieval,Ours,2,1,18,136,120,16,0.117647,0.882353,0.0763,0.0165,0.0145,0.0138,0.0128,0.7206,4560,16,20,80,58.4,91.9,0.5199,191.5,p=0.323
Multi-step retrieval,Ours,2,2,18,136,125,11,0.080882,0.919118,0.0672,0.0182,0.0088,0.021,0.0159,0.7267,4600,15,20,75,53.1,88.8,0.5304,195.2,p=0.593
Multi-step retrieval,Ours,2,3,18,136,121,15,0.110294,0.889706,0.0424,0.0227,0.0189,0.0154,0.011,0.678,4568,16,20,80,58.4,91.9,0.5341,193.5,p=0.323
Multi-step retrieval,Ours,2,4,18,136,119,17,0.125,0.875,0.0855,0.0271,0.0231,0.0025,0.0097,0.7007,4552,16,20,80,58.4,91.9,0.5357,198.8,p=0.323
Multi-step retrieval,Ours,3,0,18,144,132,12,0.083333,0.916667,0.0732,0.0402,0.0075,0.0259,0.015,0.7265,4656,16,20,80,58.4,91.9,0.5306,185,p=0.323
Multi-step retrieval,Ours,3,1,18,144,137,7,0.048611,0.951389,0.0834,0.0054,0.0071,0.0185,0.0174,0.7341,4696,16,20,80,58.4,91.9,0.5164,195.8,p=0.323
Multi-step retrieval,Ours,3,2,18,144,133,11,0.076389,0.923611,0.0949,0.0283,0.0175,0.0064,0.0318,0.7452,4664,16,20,80,58.4,91.9,0.519,194.5,p=0.323
Multi-step retrieval,Ours,3,3,18,144,129,15,0.104167,0.895833,0.0987,0.0146,0.0017,0.0122,0.0167,0.726,4632,15,20,75,53.1,88.8,0.5284,196.6,p=0.593
Multi-step retrieval,Ours,3,4,18,144,138,6,0.041667,0.958333,0.0808,0.0409,0,0.0268,0.0166,0.7241,4704,16,20,80,58.4,91.9,0.5283,198.1,p=0.323
Multi-step retrieval,Ours,4,0,18,152,143,9,0.059211,0.940789,0.0886,0.0274,0.0156,0.0348,0.0219,0.7765,4744,16,20,80,58.4,91.9,0.4795,194,p=0.323
Multi-step retrieval,Ours,4,1,18,152,145,7,0.046053,0.953947,0.0972,0.0312,0,0.0355,0.0234,0.8055,4760,16,20,80,58.4,91.9,0.4922,198.1,p=0.323
Multi-step retrieval,Ours,4,2,18,152,139,13,0.085526,0.914474,0.0915,0.0185,0.0177,0.0182,0.0029,0.7767,4712,16,20,80,58.4,91.9,0.4916,192.6,p=0.323
